Date,Time,TimeUTC,Latitude,Longitude,WxCond,Roadtype,Light,Fatalities,Injuries,County,totalindex,radarmode
12/9/2012 0:00,1330,1830,41.69822811,-85.95633679,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,1,p
12/10/2012 0:00,1437,1937,41.69954758,-85.69053912,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,4,c
12/10/2012 0:00,1510,2010,41.68999353,-85.96405147,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,6,c
12/10/2012 0:00,1527,2027,41.56618531,-85.8030581,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,9,c
12/10/2012 0:00,2035,2535,41.61271731,-85.89589422,SNOW,LOCAL/CITY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,20,c
12/10/2012 0:00,2350,2850,41.60596848,-86.06063354,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,25,c
12/11/2012 0:00,439,939,41.63764801,-85.92619562,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,30,c
12/11/2012 0:00,502,1002,41.66790939,-85.89061567,BLOWING SAND/SOIL/SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,31,c
12/11/2012 0:00,512,1012,41.66738038,-85.83240708,BLOWING SAND/SOIL/SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,32,c
12/11/2012 0:00,515,1015,41.65197458,-85.94089938,SNOW,US ROUTE,DARK (LIGHTED),0,0,Elkhart,33,c
12/11/2012 0:00,518,1018,41.509648,-85.834064,SNOW,STATE ROAD,DARK (NOT LIGHTED),0,2,Elkhart,34,c
12/11/2012 0:00,525,1025,41.56920522,-85.80699918,SNOW,LOCAL/CITY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,35,c
12/11/2012 0:00,526,1026,41.65946449,-86.03297121,SNOW,US ROUTE,DARK (NOT LIGHTED),0,2,Elkhart,36,c
12/11/2012 0:00,532,1032,41.64136774,-85.85986934,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,37,c
12/11/2012 0:00,535,1035,41.6023628,-85.8680671,SNOW,US ROUTE,DARK (LIGHTED),0,1,Elkhart,39,c
12/11/2012 0:00,540,1040,41.55104578,-85.83425017,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,40,c
12/11/2012 0:00,545,1045,41.6596354,-85.98476829,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,41,c
12/11/2012 0:00,550,1050,41.66739967,-85.82940153,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,42,c
12/11/2012 0:00,553,1053,41.67717361,-85.92494964,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,43,c
12/11/2012 0:00,556,1056,41.69085948,-85.69643482,SNOW,STATE ROAD,DARK (NOT LIGHTED),0,0,Elkhart,44,c
12/11/2012 0:00,559,1059,41.58640189,-85.83924375,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,45,c
12/11/2012 0:00,630,1130,41.66780748,-85.89028758,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,47,c
12/11/2012 0:00,700,1200,41.55645338,-85.71297345,SNOW,COUNTY ROAD,UNKNOWN,0,0,Elkhart,49,c
12/11/2012 0:00,710,1210,41.66300295,-85.8976593,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,50,c
12/11/2012 0:00,800,1300,41.659488,-85.915264,SNOW,COUNTY ROAD,DAWN/DUSK,0,0,Elkhart,52,c
12/11/2012 0:00,810,1310,41.714544,-85.888592,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,53,c
12/11/2012 0:00,854,1354,41.702976,-85.903032,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,54,c
12/11/2012 0:00,905,1405,41.69315152,-85.97168563,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,55,c
12/18/2012 0:00,1545,2045,41.608544,-85.886896,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DAYLIGHT,0,1,Elkhart,57,p
12/18/2012 0:00,1705,2205,41.65055616,-85.93975532,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,1,Elkhart,58,p
12/20/2012 0:00,2131,2631,41.63956523,-85.68617106,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,1,Elkhart,60,p
12/21/2012 0:00,628,1128,41.73667908,-85.79808044,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,73,p
12/21/2012 0:00,645,1145,41.52241723,-85.98211302,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,76,p
12/21/2012 0:00,711,1211,41.53618826,-85.99653752,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,81,p
12/21/2012 0:00,716,1216,41.652848,-85.972896,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,83,p
12/21/2012 0:00,733,1233,41.63866868,-85.73990451,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DAWN/DUSK,0,1,Elkhart,87,p
12/21/2012 0:00,740,1240,41.63597502,-85.73438813,SNOW,COUNTY ROAD,DAWN/DUSK,1,0,Elkhart,89,p
12/21/2012 0:00,809,1309,41.58426417,-85.73310262,SNOW,COUNTY ROAD,DAWN/DUSK,0,0,Elkhart,93,p
12/21/2012 0:00,1055,1555,41.58628637,-85.84532245,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,101,p
12/21/2012 0:00,1142,1642,41.55159026,-85.81843654,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,104,p
12/21/2012 0:00,1151,1651,41.67752674,-85.94295033,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,107,p
12/21/2012 0:00,1234,1734,41.59033203,-85.80615234,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,109,p
12/21/2012 0:00,1250,1750,41.70767212,-85.98496246,SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,112,p
12/21/2012 0:00,1358,1858,41.67437997,-86.00325183,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,119,p
12/21/2012 0:00,1454,1954,41.72681997,-85.97320645,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,121,p
12/21/2012 0:00,1535,2035,41.5610121,-85.79630055,BLOWING SAND/SOIL/SNOW,US ROUTE,DAYLIGHT,0,1,Elkhart,124,p
12/21/2012 0:00,1903,2403,41.45749053,-85.94366233,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,137,p
12/25/2012 0:00,1200,1700,41.66824512,-85.90293176,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,142,c
12/26/2012 0:00,1018,1518,41.58916938,-85.83617501,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,144,c
12/26/2012 0:00,1047,1547,41.58330283,-85.85606212,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,145,c
12/26/2012 0:00,1100,1600,41.554544,-85.81424,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,146,c
12/26/2012 0:00,1104,1604,41.57554394,-85.82798153,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,149,c
12/26/2012 0:00,1104,1604,41.58916938,-85.83617501,BLOWING SAND/SOIL/SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,150,c
12/26/2012 0:00,1115,1615,41.6667123,-85.9702709,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,151,c
12/26/2012 0:00,1121,1621,41.58914017,-85.83773746,BLOWING SAND/SOIL/SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,152,c
12/26/2012 0:00,1130,1630,41.72431995,-85.97301156,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,154,c
12/26/2012 0:00,1132,1632,41.5821495,-85.83442939,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,156,c
12/26/2012 0:00,1132,1632,41.5889961,-85.84827482,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,157,c
12/26/2012 0:00,1149,1649,41.65943508,-85.96409764,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,159,c
12/26/2012 0:00,1158,1658,41.56620816,-85.80313544,BLOWING SAND/SOIL/SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,161,c
12/26/2012 0:00,1200,1700,41.70285034,-86.00363922,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,162,c
12/26/2012 0:00,1202,1702,41.59150422,-85.83462566,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,163,c
12/26/2012 0:00,1205,1705,41.73716736,-85.68211364,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,165,c
12/26/2012 0:00,1206,1706,41.69528992,-86.04047266,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,166,c
12/26/2012 0:00,1210,1710,41.72089386,-85.94681549,SNOW,COUNTY ROAD,DAYLIGHT,0,1,Elkhart,168,c
12/26/2012 0:00,1215,1715,41.73211458,-86.00345449,SNOW,INTERSTATE,DAYLIGHT,0,0,Elkhart,171,c
12/26/2012 0:00,1215,1715,41.72211075,-85.92745208,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,172,c
12/26/2012 0:00,1219,1719,41.65058788,-85.93973442,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,174,c
12/26/2012 0:00,1220,1720,41.59704383,-85.83417594,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,175,c
12/26/2012 0:00,1226,1726,41.69996402,-85.95260411,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,176,c
12/26/2012 0:00,1227,1727,41.67422257,-85.99192327,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,177,c
12/26/2012 0:00,1230,1730,41.70251493,-85.99962753,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,180,c
12/26/2012 0:00,1230,1730,41.73473182,-85.97725122,BLOWING SAND/SOIL/SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,181,c
12/26/2012 0:00,1230,1730,41.72505753,-85.97306986,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,182,c
12/26/2012 0:00,1232,1732,41.54334804,-85.98255086,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DAYLIGHT,0,1,Elkhart,184,c
12/26/2012 0:00,1234,1734,41.44262241,-85.99819392,BLOWING SAND/SOIL/SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,185,c
12/26/2012 0:00,1235,1735,41.73513486,-85.81139953,SNOW,INTERSTATE,DARK (LIGHTED),0,2,Elkhart,187,c
12/26/2012 0:00,1240,1740,41.66716129,-85.85544856,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,192,c
12/26/2012 0:00,1253,1753,41.59472534,-85.83470682,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,195,c
12/26/2012 0:00,1305,1805,41.58510413,-85.83143582,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,200,c
12/26/2012 0:00,1311,1811,41.60897436,-85.87866573,BLOWING SAND/SOIL/SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,205,c
12/26/2012 0:00,1324,1824,41.72310771,-85.97294069,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,211,c
12/26/2012 0:00,1325,1825,41.65944362,-85.94839369,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,212,c
12/26/2012 0:00,1335,1835,41.57554748,-85.83186749,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,1,Elkhart,213,c
12/26/2012 0:00,1355,1855,41.71670914,-85.81749627,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,218,c
12/26/2012 0:00,1357,1857,41.56839501,-85.82785275,SNOW,STATE ROAD,DAYLIGHT,0,1,Elkhart,219,c
12/26/2012 0:00,1407,1907,41.70721817,-85.98143768,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,225,c
12/26/2012 0:00,1410,1910,41.70257002,-85.97187995,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,227,c
12/26/2012 0:00,1420,1920,41.73622394,-85.92741819,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,230,c
12/26/2012 0:00,1425,1925,41.754656,-85.975008,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,234,c
12/26/2012 0:00,1433,1933,41.59737996,-85.85822958,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,235,c
12/26/2012 0:00,1435,1935,41.55162094,-85.82823214,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,237,c
12/26/2012 0:00,1440,1940,41.59700254,-85.83144167,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,1,Elkhart,238,c
12/26/2012 0:00,1441,1941,41.60215608,-85.86773609,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,239,c
12/26/2012 0:00,1451,1951,41.55159513,-85.82061028,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,246,c
12/26/2012 0:00,1455,1955,41.65947225,-85.94562341,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,249,c
12/26/2012 0:00,1455,1955,41.65947389,-85.94781053,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,250,c
12/26/2012 0:00,1523,2023,41.6776338,-85.93449442,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,258,c
12/26/2012 0:00,1545,2045,41.6684673,-85.71973701,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,266,c
12/26/2012 0:00,1601,2101,41.64701843,-85.99831196,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,272,c
12/26/2012 0:00,1634,2134,41.72420127,-85.9171125,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,277,c
12/26/2012 0:00,1635,2135,41.73851376,-85.92476499,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,278,c
12/26/2012 0:00,1645,2145,41.63870843,-85.93103157,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,282,c
12/26/2012 0:00,1647,2147,41.69790056,-85.97648846,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,1,Elkhart,283,c
12/26/2012 0:00,1651,2151,41.7435819,-85.97442794,SNOW,STATE ROAD,DAWN/DUSK,0,0,Elkhart,284,c
12/26/2012 0:00,1702,2202,41.59038162,-85.80848693,SNOW,US ROUTE,DAWN/DUSK,0,0,Elkhart,286,c
12/26/2012 0:00,1712,2212,41.68376,-85.998256,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,287,c
12/26/2012 0:00,1720,2220,41.59093878,-85.83089863,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,289,c
12/26/2012 0:00,1730,2230,41.70285034,-86.00362632,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,290,c
12/26/2012 0:00,1734,2234,41.55159987,-85.80965658,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,291,c
12/26/2012 0:00,1810,2310,41.69536852,-86.00351209,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,296,c
12/26/2012 0:00,1821,2321,41.58940292,-85.83618215,SNOW,STATE ROAD,DARK (LIGHTED),0,0,Elkhart,297,c
12/26/2012 0:00,1826,2326,41.63994846,-85.92599684,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,299,c
12/26/2012 0:00,2022,2522,41.68032074,-85.93831152,SNOW,US ROUTE,DARK (NOT LIGHTED),0,0,Elkhart,302,c
12/26/2012 0:00,2025,2525,41.66315277,-85.93896867,SNOW,LOCAL/CITY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,303,c
12/27/2012 0:00,35,535,41.69077059,-85.95388883,BLOWING SAND/SOIL/SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,306,c
12/28/2012 0:00,905,1405,41.65977577,-86.00306959,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,311,c
12/28/2012 0:00,918,1418,41.68432093,-85.96825697,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,313,c
12/28/2012 0:00,1004,1504,41.566144,-85.80257274,BLOWING SAND/SOIL/SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,315,c
12/28/2012 0:00,1010,1510,41.6525383,-86.0102005,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,317,c
12/28/2012 0:00,1026,1526,41.5889961,-85.84827482,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,319,c
12/28/2012 0:00,1030,1530,41.65056356,-85.93975044,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,320,c
12/28/2012 0:00,1033,1533,41.702048,-85.9272,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,321,c
12/28/2012 0:00,1034,1534,41.50318487,-85.83419762,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,322,c
12/28/2012 0:00,1054,1554,41.73120504,-85.98416313,SNOW,INTERSTATE,DAYLIGHT,0,0,Elkhart,325,c
12/28/2012 0:00,1110,1610,41.678544,-86.041984,SNOW,COUNTY ROAD,DAYLIGHT,0,1,Elkhart,327,c
12/28/2012 0:00,1119,1619,41.60604916,-85.88698775,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,329,c
12/28/2012 0:00,1121,1621,41.62556839,-85.90990447,SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,330,c
12/28/2012 0:00,1132,1632,41.58578293,-85.84530169,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,332,c
12/28/2012 0:00,1142,1642,41.645168,-86.002896,BLOWING SAND/SOIL/SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,334,c
12/28/2012 0:00,1203,1703,41.65043001,-85.83166316,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,340,c
12/28/2012 0:00,1204,1704,41.62704583,-85.85965867,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,341,c
12/29/2012 0:00,1430,1930,41.6267598,-85.90663672,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,356,c
12/29/2012 0:00,1625,2125,41.65288746,-85.93870589,SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,371,c
12/29/2012 0:00,1703,2203,41.5879631,-85.69459533,SNOW,STATE ROAD,DAWN/DUSK,0,0,Elkhart,376,c
12/29/2012 0:00,1815,2315,41.73884958,-85.98805784,SNOW,COUNTY ROAD,DARK (LIGHTED),0,0,Elkhart,381,c
12/29/2012 0:00,1829,2329,41.65520952,-85.83454132,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,382,c
12/29/2012 0:00,1846,2346,41.66304689,-85.96530707,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,383,c
12/29/2012 0:00,2039,2539,41.66872419,-85.98481064,SNOW,LOCAL/CITY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,391,c
12/29/2012 0:00,2144,2644,41.70436306,-85.97194945,SNOW,STATE ROAD,DARK (LIGHTED),0,0,Elkhart,395,c
12/29/2012 0:00,2200,2700,41.50653405,-85.85147414,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,2,Elkhart,396,c
12/31/2012 0:00,2347,2847,41.70094875,-85.98555007,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,407,c
1/2/2013 0:00,1537,2037,41.59363492,-85.83006402,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,408,c
1/3/2013 0:00,915,1415,41.71467014,-86.06204979,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,409,c
1/13/2013 0:00,1630,2130,41.73004307,-85.77514849,BLOWING SAND/SOIL/SNOW,INTERSTATE,DAYLIGHT,0,0,Elkhart,416,p
1/13/2013 0:00,1631,2131,41.72934652,-85.77344891,BLOWING SAND/SOIL/SNOW,INTERSTATE,DAYLIGHT,0,0,Elkhart,417,p
1/13/2013 0:00,1642,2142,41.73244095,-85.97341024,SNOW,COUNTY ROAD,DAWN/DUSK,0,2,Elkhart,418,p
1/20/2013 0:00,836,1336,41.5826508,-85.83604602,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,421,c
1/20/2013 0:00,1210,1710,41.73493232,-85.7921831,BLOWING SAND/SOIL/SNOW,INTERSTATE,DAYLIGHT,0,0,Elkhart,423,c
1/21/2013 0:00,759,1259,41.67043538,-86.0031989,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,426,c
1/21/2013 0:00,830,1330,41.73240175,-85.88519726,BLOWING SAND/SOIL/SNOW,INTERSTATE,DAYLIGHT,0,0,Elkhart,427,c
1/21/2013 0:00,1029,1529,41.73886315,-85.98960063,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,429,c
1/21/2013 0:00,1448,1948,41.72269932,-86.02309737,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,432,c
1/21/2013 0:00,1456,1956,41.724144,-85.954256,SNOW,COUNTY ROAD,DAYLIGHT,0,0,Elkhart,434,c
1/21/2013 0:00,1542,2042,41.67423542,-85.9171923,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,436,c
1/21/2013 0:00,1713,2213,41.68876266,-86.06113433,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,439,c
1/21/2013 0:00,1758,2258,41.70076114,-85.90349998,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,440,c
1/21/2013 0:00,1800,2300,41.59718615,-85.84837574,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DARK (NOT LIGHTED),0,1,Elkhart,441,c
1/21/2013 0:00,1804,2304,41.70376,-85.70736,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,1,Elkhart,443,c
1/21/2013 0:00,2022,2522,41.70266594,-85.97190017,BLOWING SAND/SOIL/SNOW,STATE ROAD,DARK (LIGHTED),0,0,Elkhart,448,c
1/21/2013 0:00,2035,2535,41.69892679,-86.00356982,SNOW,STATE ROAD,DARK (LIGHTED),0,0,Elkhart,449,c
1/21/2013 0:00,2219,2719,41.70255761,-85.97189702,SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,452,c
1/21/2013 0:00,2239,2739,41.70255761,-85.97189702,SNOW,STATE ROAD,DARK (LIGHTED),0,0,Elkhart,453,c
1/21/2013 0:00,2245,2745,41.73154721,-85.99187564,SNOW,INTERSTATE,DARK (NOT LIGHTED),0,0,Elkhart,454,c
1/21/2013 0:00,2250,2750,41.645072,-85.8924,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,455,c
1/22/2013 0:00,49,549,41.714544,-85.888592,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,458,c
1/22/2013 0:00,146,646,41.714544,-85.888592,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,459,c
1/22/2013 0:00,424,924,41.65165022,-85.96573318,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,1,Elkhart,462,c
1/22/2013 0:00,550,1050,41.73355372,-85.98771432,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,464,c
1/22/2013 0:00,848,1348,41.60215608,-85.86773609,BLOWING SAND/SOIL/SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,481,c
1/22/2013 0:00,955,1455,41.70255761,-85.97189702,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,485,c
1/22/2013 0:00,1015,1515,41.702448,-85.97184,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,487,c
1/22/2013 0:00,1020,1520,41.69469645,-85.94587657,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,489,c
1/22/2013 0:00,1104,1604,41.70255761,-85.97189702,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,493,c
1/22/2013 0:00,1105,1605,41.70255761,-85.97189702,SNOW,STATE ROAD,DAYLIGHT,0,0,Elkhart,494,c
1/22/2013 0:00,1105,1605,41.68033639,-85.97250073,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,495,c
1/22/2013 0:00,1135,1635,41.65128395,-85.94209327,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,500,c
1/22/2013 0:00,1150,1650,41.709744,-85.946704,SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,501,c
1/22/2013 0:00,1150,1650,41.66702019,-86.00313332,SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,502,c
1/22/2013 0:00,1157,1657,41.71071489,-85.95651267,SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,503,c
1/22/2013 0:00,1211,1711,41.63764801,-85.92473187,SNOW,US ROUTE,DAYLIGHT,0,0,Elkhart,504,c
1/22/2013 0:00,1213,1713,41.64662076,-85.95219255,SNOW,UNKNOWN,DAYLIGHT,0,1,Elkhart,505,c
1/22/2013 0:00,1545,2045,41.63777254,-85.92410811,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DAYLIGHT,0,0,Elkhart,512,c
1/22/2013 0:00,1744,2244,41.68982729,-85.96731616,SNOW,UNKNOWN,DAYLIGHT,0,0,Elkhart,513,c
1/22/2013 0:00,1831,2331,41.587856,-85.867392,SNOW,LOCAL/CITY ROAD,UNKNOWN,0,0,Elkhart,514,c
1/23/2013 0:00,130,630,41.69533454,-86.04943134,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,517,c
1/23/2013 0:00,439,939,41.72061371,-85.80937828,BLOWING SAND/SOIL/SNOW,LOCAL/CITY ROAD,DARK (LIGHTED),0,0,Elkhart,518,c
1/23/2013 0:00,1550,2050,41.71240437,-85.91352559,SNOW,LOCAL/CITY ROAD,DAWN/DUSK,0,0,Elkhart,520,c
1/23/2013 0:00,1820,2320,41.64907945,-85.93447285,SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,523,c
1/23/2013 0:00,2123,2623,41.72424352,-85.95622869,BLOWING SAND/SOIL/SNOW,COUNTY ROAD,DARK (NOT LIGHTED),0,0,Elkhart,528,c
1/23/2013 0:00,2140,2640,41.73078442,-85.87404541,SNOW,INTERSTATE,DARK (NOT LIGHTED),0,0,Elkhart,529,c
